2.149014246,1.95852071
2.194306561,2.456908957
1.929753988,1.929758913
2.473763845,2.230230419
1.859157684,2.162768013
1.860974692,1.860281074
2.072588681,1.426015927
1.48252465,1.831313741
1.696150664,2.0942742
1.727592777,1.57630889
2.439694631,1.93226711
2.020258461,1.572575544
1.836685183,2.033276777
1.654701927,2.112709406
1.819808393,1.912491875
1.819488016,2.555683455
1.995950833,1.682686721
2.246763474,1.633746905
2.062659079,1.412098963
1.601544185,2.059058371
2.221539974,2.051410484
1.965305515,1.909668891
1.556443403,1.784046737
1.861808369,2.317136668
2.103085487,1.471087953
2.097225191,1.884475316
1.7969234,2.183502887
2.309299857,2.279384036
1.748234743,1.907236287
2.099379029,2.292663538
1.856247729,1.944302307
1.668099508,1.641138013
2.243757747,2.406872009
1.978396964,2.301059869
2.108490808,1.806464074
2.108418682,2.46141097
1.989252188,2.469393097
1.214076469,2.246570751
2.02611412,1.910297795
2.027528233,1.403729326
1.934098434,2.107133771
2.443368213,1.844518935
1.757451919,1.849472887
2.274620635,2.098625333
1.841071939,2.15398023
2.029123265,2.290593497
1.789384072,1.901701356
1.882367554,1.560945516
2.088836083,2.078316582
2.001534037,1.92962386
1.575388777,1.873806403
1.897185645,1.759316819
1.951614287,2.121215257
2.56585577,2.052373344
2.077265117,1.977666225
1.424368635,1.992045837
2.018069063,2.738972634
1.942291711,2.090464203
1.989586469,1.649396589
2.342846844,2.22557991
2.237309584,1.727183764
2.420838293,1.579444681
2.176057128,2.657136688
1.702839102,1.830110681
2.02989541,1.848957304
1.534800971,2.020568892
1.681308886,2.142077729
1.72417273,2.464980322
1.765024012,1.903381545
2.244055165,1.630740705
2.06823798,2.392142826
1.51775503,2.055390158
2.077964838,2.234546862
1.628914787,1.603863016
2.15658247,2.089095402
2.075147855,2.103934463
1.795992584,2.069676109
2.087921742,1.785694575
2.559732353,2.142149876
1.642608951,2.196966083
1.707595499,2.236125381
2.347578674,1.753795304
2.289012839,2.123834278
2.246618048,2.569037895
1.926383565,1.773879151
1.733145671,1.755256915
1.976869487,2.102345592
2.08300724,2.248154975
2.003900568,2.436060223
1.92060295,2.81605075
2.187700204,1.742852733
1.678732251,2.144741725
1.932961164,2.214200148
2.141971287,1.978151326
1.745961885,1.545545833
1.866045514,2.256919638
2.064228123,1.626278366
2.051954278,2.115595214
1.734842769,2.046117532
2.017462616,1.657108911
-1.850985754,-2.04147929
-1.805693439,-1.543091043
-2.070246012,-2.070241087
-1.526236155,-1.769769581
-2.140842316,-1.837231987
-2.139025308,-2.139718926
-1.927411319,-2.573984073
-2.51747535,-2.168686259
-2.303849336,-1.9057258
-2.272407223,-2.42369111
-1.560305369,-2.06773289
-1.979741539,-2.427424456
-2.163314817,-1.966723223
-2.345298073,-1.887290594
-2.180191607,-2.087508125
-2.180511984,-1.444316545
